,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,employees.datatype,employees.type,employees.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,profit.datatype,profit.type,profit.value,officialname.xml:lang,officialname.type,officialname.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,country
73,uri,http://www.wikidata.org/entity/Q112997145,en,literal,Cofoco,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3363759,literal,,,,,,,,,,,,,,,,,wd:Q35
74,uri,http://www.wikidata.org/entity/Q65121069,en,literal,To Øl,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q869095,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
75,uri,http://www.wikidata.org/entity/Q107650866,en,literal,Radiobotics,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-09-28T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5399045,literal,,,,,da,literal,Radiobotics ApS,,,,,,,,,,wd:Q35
76,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,,,,ru,literal,Всемирная организация здравоохранения,,,,,,,,,,wd:Q35
77,uri,http://www.wikidata.org/entity/Q4796656,en,literal,ArtPeople,http://www.w3.org/2001/XMLSchema#decimal,literal,35,http://www.w3.org/2001/XMLSchema#dateTime,literal,2002-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
78,uri,http://www.wikidata.org/entity/Q60537634,,literal,Q60537634,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
79,uri,http://www.wikidata.org/entity/Q701027,en,literal,BDO International,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,"http://www.wikidata.org/entity/Q23671509, http://www.wikidata.org/entity/Q2089936",literal,,literal,,literal,http://www.wikidata.org/entity/Q239,literal,,,,,,,,,,,,,,,,,wd:Q35
80,uri,http://www.wikidata.org/entity/Q1689027,en,literal,Ritzau,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1866-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q1193236,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,,,,,,,,,,,,,,,,wd:Q35
81,uri,http://www.wikidata.org/entity/Q24633343,en,literal,Zetland,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-03-23T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q21285789,literal,,,,,,,,,,,,,,,,,wd:Q35
82,uri,http://www.wikidata.org/entity/Q2076526,en,literal,Genmab,http://www.w3.org/2001/XMLSchema#decimal,literal,75,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-06-11T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q7108,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,,,,,,,,,,,,,,,,wd:Q35
83,uri,http://www.wikidata.org/entity/Q7817,en,literal,World Health Organization,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-04-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q39,literal,http://www.wikidata.org/entity/Q29584363,literal,,literal,,literal,http://www.wikidata.org/entity/Q71,literal,,,,,ru,literal,Всемирная организация здравоохранения,,,,,,,,,,wd:Q35
84,uri,http://www.wikidata.org/entity/Q63457295,,literal,Q63457295,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
85,uri,http://www.wikidata.org/entity/Q2786319,en,literal,Flying Tiger Copenhagen,http://www.w3.org/2001/XMLSchema#decimal,literal,40000,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q2178686,literal,,,,,,,,,,,,,,,,,wd:Q35
86,uri,http://www.wikidata.org/entity/Q12301123,en,literal,Alm. Brand,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1792-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q837171,literal,http://www.wikidata.org/entity/Q29876232,literal,,literal,http://www.wikidata.org/entity/Q6843059,literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,5548000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,5232000000,wd:Q35
87,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q40,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,fr,literal,Omoda,,,,,,,,,,wd:Q35
88,uri,http://www.wikidata.org/entity/Q61793216,en,literal,Triband,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,,,,,,,,,,,,,,,,wd:Q35
89,uri,http://www.wikidata.org/entity/Q1241260,en,literal,Ørsted,http://www.w3.org/2001/XMLSchema#decimal,literal,6526,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q2151621,literal,,literal,,literal,http://www.wikidata.org/entity/Q21181,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,13213000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,136489000000,http://www.w3.org/2001/XMLSchema#decimal,literal,112500000000,,,,wd:Q35
90,uri,http://www.wikidata.org/entity/Q1341529,en,literal,Energinet,http://www.w3.org/2001/XMLSchema#decimal,literal,520,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q112046,literal,,literal,,literal,http://www.wikidata.org/entity/Q12310544,literal,,,,,,,,,,,,,,,,,wd:Q35
91,uri,http://www.wikidata.org/entity/Q16248982,en,literal,Die Gute Fabrik,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,,,,,,,,,,,,,,,,wd:Q35
92,uri,http://www.wikidata.org/entity/Q806420,en,literal,Banedanmark,http://www.w3.org/2001/XMLSchema#decimal,literal,2441,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,http://www.wikidata.org/entity/Q4294734,,,,,,,,,,,,,,,,wd:Q35
93,uri,http://www.wikidata.org/entity/Q842108,en,literal,Euronext,http://www.w3.org/2001/XMLSchema#decimal,literal,2129,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-09-22T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,"http://www.wikidata.org/entity/Q112166008, http://www.wikidata.org/entity/Q837171",literal,http://www.wikidata.org/entity/Q33290562,literal,,literal,"http://www.wikidata.org/entity/Q53865133, http://www.wikidata.org/entity/Q90",literal,,,,,nl,literal,Euronext N.V.,,,,,,,,,,wd:Q35
94,uri,http://www.wikidata.org/entity/Q63457102,en,literal,Cafe Petersborg,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
95,uri,http://www.wikidata.org/entity/Q47079521,en,literal,Raadvad Kro,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1861-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
96,uri,http://www.wikidata.org/entity/Q30156335,,literal,Q30156335,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
97,uri,http://www.wikidata.org/entity/Q56662846,en,literal,Molo,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q12684,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,,,,,,,,,,,,,,,,wd:Q35
98,uri,http://www.wikidata.org/entity/Q15139453,en,literal,Norwegian Long Haul,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2012-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q142,literal,http://www.wikidata.org/entity/Q1757562,literal,http://www.wikidata.org/entity/Q76340270,literal,,literal,http://www.wikidata.org/entity/Q57076,literal,,,,,,,,,,,,,,,,,wd:Q35
99,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,nl,literal,Omoda B.V.,,,,,,,,,,wd:Q35
100,uri,http://www.wikidata.org/entity/Q113290328,en,literal,Semler Gruppen,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1917-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q62955,literal,,literal,,literal,http://www.wikidata.org/entity/Q979259,literal,,,,,da,literal,Skandinavisk Motor Co.,,,,,,,,,,wd:Q35
101,uri,http://www.wikidata.org/entity/Q64139027,en,literal,Omoda,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1875-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q81076,literal,,,,,nl,literal,Omoda B.V.,,,,,,,,,,wd:Q35
102,uri,http://www.wikidata.org/entity/Q12306868,en,literal,DK Hostmaster,http://www.w3.org/2001/XMLSchema#decimal,literal,35,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q260675,literal,,,,,,,,,,,,,,,,,wd:Q35
103,uri,http://www.wikidata.org/entity/Q10720798,en,literal,XL-Bygg,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q20,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,wd:Q35
104,uri,http://www.wikidata.org/entity/Q24486132,en,literal,Den Helt Rigtige Bager,http://www.w3.org/2001/XMLSchema#decimal,literal,35,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2239,literal,,,,,da,literal,Den Helt Rigtige Bager ApS,,,,,,,,,,wd:Q35
105,uri,http://www.wikidata.org/entity/Q12313702,en,literal,Georg Jensen A/S,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1904-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,"http://www.wikidata.org/entity/Q1683099, http://www.wikidata.org/entity/Q1443933",literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,,,,,,,,,,,,,,,,wd:Q35
106,uri,http://www.wikidata.org/entity/Q701027,en,literal,BDO International,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q35,literal,"http://www.wikidata.org/entity/Q23671509, http://www.wikidata.org/entity/Q2089936",literal,,literal,,literal,http://www.wikidata.org/entity/Q239,literal,,,,,,,,,,,,,,,,,wd:Q35
107,uri,http://www.wikidata.org/entity/Q104580902,en,literal,Flashbulb Games,,,,,,,uri,http://www.wikidata.org/entity/Q35,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q1748,literal,,,,,,,,,,,,,,,,,wd:Q35
