,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,origindate.datatype,origindate.type,origindate.value,employees.datatype,employees.type,employees.value,officialname.xml:lang,officialname.type,officialname.value,profit.datatype,profit.type,profit.value,assets.datatype,assets.type,assets.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,country
2454,uri,http://www.wikidata.org/entity/Q1757112,en,literal,Sparkasse Oberpfalz Nord,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q14803,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2455,uri,http://www.wikidata.org/entity/Q1564874,en,literal,Luchterhand,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2973, http://www.wikidata.org/entity/Q1726, http://www.wikidata.org/entity/Q64",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2456,uri,http://www.wikidata.org/entity/Q15848089,,literal,Q15848089,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q980,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2457,uri,http://www.wikidata.org/entity/Q15854357,en,literal,Wiener Feinbäckerei Heberer GmbH,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q15825471,literal,,literal,,literal,http://www.wikidata.org/entity/Q639902,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1891-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2458,uri,http://www.wikidata.org/entity/Q2531676,,literal,Q2531676,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1883-10-28T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,189,de,literal,Volksbank Delbrück-Hövelhof eG,,,,,,,,,,,,,wd:Q183
2459,uri,http://www.wikidata.org/entity/Q1194519,en,literal,Der Hörverlag,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1993-04-02T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2460,uri,http://www.wikidata.org/entity/Q681931,en,literal,Bavarian State Opera,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1653-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2461,uri,http://www.wikidata.org/entity/Q18630930,,literal,Q18630930,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2462,uri,http://www.wikidata.org/entity/Q18169782,en,literal,Volksbank Visbek,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q599512,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,28,,,,,,,,,,,,,,,,wd:Q183
2463,uri,http://www.wikidata.org/entity/Q705453,en,literal,Hamburg State Opera,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q969040,literal,"http://www.wikidata.org/entity/Q695168, http://www.wikidata.org/entity/Q13142621, http://www.wikidata.org/entity/Q273672",literal,,literal,http://www.wikidata.org/entity/Q32184191,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1677-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2464,uri,http://www.wikidata.org/entity/Q110007506,en,literal,McTREK,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q57264543,literal,,literal,,literal,http://www.wikidata.org/entity/Q569636,literal,,,,,,,,de,literal,McTREK Retail GmbH,,,,,,,,,,,,,wd:Q183
2465,uri,http://www.wikidata.org/entity/Q565734,en,literal,Aral AG,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q1945600, http://www.wikidata.org/entity/Q905318, http://www.wikidata.org/entity/Q862571",literal,,literal,,literal,http://www.wikidata.org/entity/Q2103,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2466,uri,http://www.wikidata.org/entity/Q315556,en,literal,Sinn,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1794,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1961-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2467,uri,http://www.wikidata.org/entity/Q57516591,en,literal,Lila Bäcker,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q493924,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2468,uri,http://www.wikidata.org/entity/Q1184020,en,literal,Bethmann Bank,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q2111088,literal,,literal,,literal,http://www.wikidata.org/entity/Q1794,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1712-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,600,de,literal,Bethmann Bank AG,,,,,,,,,,,,,wd:Q183
2469,uri,http://www.wikidata.org/entity/Q112128462,,literal,Q112128462,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q777754,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2470,uri,http://www.wikidata.org/entity/Q1662213,en,literal,Westfrankenbahn,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3942,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2471,uri,http://www.wikidata.org/entity/Q2516804,en,literal,Verlagsgruppe Beltz,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q7050,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1841-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2472,uri,http://www.wikidata.org/entity/Q1683380,en,literal,Kreissparkasse Grafschaft Bentheim zu Nordhorn,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q4133,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2473,uri,http://www.wikidata.org/entity/Q4709513,en,literal,Alber & Geiger,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q240,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2474,uri,http://www.wikidata.org/entity/Q2307136,en,literal,Sparda-Bank,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q3277997,literal,http://www.wikidata.org/entity/Q269632,literal,,literal,http://www.wikidata.org/entity/Q1794,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-05-06T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2475,uri,http://www.wikidata.org/entity/Q1681243,en,literal,Leibniz Institute for Psychology,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3138,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1971-01-01T00:00:00Z,,,,de,literal,Leibniz-Institut für Psychologie,,,,,,,,,,,,,wd:Q183
2476,uri,http://www.wikidata.org/entity/Q62076523,en,literal,Atron electronic GmbH,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q294362,literal,,literal,,literal,http://www.wikidata.org/entity/Q1726,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2477,uri,http://www.wikidata.org/entity/Q2030993,en,literal,Orlanda Frauenverlag,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q1320047,literal,,literal,,literal,http://www.wikidata.org/entity/Q308928,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2478,uri,http://www.wikidata.org/entity/Q1550912,en,literal,GMV Innovating Solutions,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q5268834, http://www.wikidata.org/entity/Q3510521, http://www.wikidata.org/entity/Q3477363, http://www.wikidata.org/entity/Q2729047, http://www.wikidata.org/entity/Q508378, http://www.wikidata.org/entity/Q190117",literal,"http://www.wikidata.org/entity/Q26637897, http://www.wikidata.org/entity/Q26638506",literal,http://www.wikidata.org/entity/Q26639858,literal,http://www.wikidata.org/entity/Q910410,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2176,es,literal,GMV Innovating Solutions,http://www.w3.org/2001/XMLSchema#decimal,literal,6308317.74,,,,,,,,,,wd:Q183
2479,uri,http://www.wikidata.org/entity/Q62086410,en,literal,Cadera,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3014,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1853-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2480,uri,http://www.wikidata.org/entity/Q1247237,en,literal,Hilton Munich Airport,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,de,literal,Hilton Munich Airport,,,,,,,,,,,,,wd:Q183
2481,uri,http://www.wikidata.org/entity/Q358196,en,literal,Adler Modemärkte,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q220695,literal,,literal,,literal,http://www.wikidata.org/entity/Q627490,literal,http://www.wikidata.org/entity/Q874430,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2482,uri,http://www.wikidata.org/entity/Q2552955,en,literal,Waxmann,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q2085381,literal,,literal,,literal,http://www.wikidata.org/entity/Q2742,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2483,uri,http://www.wikidata.org/entity/Q1273399,en,literal,Uniper Kraftwerke,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q383973,literal,,literal,,literal,http://www.wikidata.org/entity/Q1718,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1698,,,,,,,,,,,,,,,,wd:Q183
2484,uri,http://www.wikidata.org/entity/Q24382,en,literal,Bielefeld University,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2112,literal,http://www.wikidata.org/entity/Q109496585,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-09-05T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2700,,,,,,,,,,,,,,,,wd:Q183
2485,uri,http://www.wikidata.org/entity/Q2506491,en,literal,VSA-Verlag,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q2085381,literal,,literal,,literal,http://www.wikidata.org/entity/Q1055,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2486,uri,http://www.wikidata.org/entity/Q20850867,en,literal,Volksbank Seesen,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q540934,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1863-09-26T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,310,,,,,,,,,,,,,,,,wd:Q183
2487,uri,http://www.wikidata.org/entity/Q184399,en,literal,Zeeman,uri,http://www.wikidata.org/entity/Q32,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q416766,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1967-03-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,7000,,,,,,,,,,,,,,,,wd:Q183
2488,uri,http://www.wikidata.org/entity/Q114960319,en,literal,Qruise GmbH,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1724,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2489,uri,http://www.wikidata.org/entity/Q318040,en,literal,SoftMaker Software GmbH,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q880371,literal,,literal,,literal,http://www.wikidata.org/entity/Q2090,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2490,uri,http://www.wikidata.org/entity/Q1532897,en,literal,Gmeiner-Verlag,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q82724,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-12-29T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2491,uri,http://www.wikidata.org/entity/Q111328660,en,literal,Happy Broccoli Games,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q64,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2492,uri,http://www.wikidata.org/entity/Q2307580,,literal,Q2307580,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2948,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2493,uri,http://www.wikidata.org/entity/Q903805,en,literal,hema,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2066, http://www.wikidata.org/entity/Q727",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-11-04T00:00:00Z,,,,nl,literal,Hollandse Eenheidsprijzen Maatschappij Amsterdam,,,,,,,,,,,,,wd:Q183
2494,uri,http://www.wikidata.org/entity/Q2550248,en,literal,Waschbär Umweltversand,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q2833,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2495,uri,http://www.wikidata.org/entity/Q903805,en,literal,hema,uri,http://www.wikidata.org/entity/Q29,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,"http://www.wikidata.org/entity/Q2066, http://www.wikidata.org/entity/Q727",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-11-04T00:00:00Z,,,,nl,literal,Hollandse Eenheidsprijzen Maatschappij Amsterdam,,,,,,,,,,,,,wd:Q183
2496,uri,http://www.wikidata.org/entity/Q564783,en,literal,Göttingen State and University Library,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q152838,http://www.w3.org/2001/XMLSchema#dateTime,literal,1734-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2497,uri,http://www.wikidata.org/entity/Q2740121,en,literal,KKH Kaufmännische Krankenkasse,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,http://www.wikidata.org/entity/Q1715,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1890-03-10T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2498,uri,http://www.wikidata.org/entity/Q1802620,en,literal,Landessparkasse zu Oldenburg,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q29584334,literal,,literal,,literal,http://www.wikidata.org/entity/Q2936,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1786-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2499,uri,http://www.wikidata.org/entity/Q28854066,en,literal,VHS-Bildungswerk,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1733,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-10-05T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2500,uri,http://www.wikidata.org/entity/Q19840890,en,literal,Reifencom,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q7406919, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q1715,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,368,,,,,,,,,,,,,,,,wd:Q183
2501,uri,http://www.wikidata.org/entity/Q106324264,en,literal,Nachrichtenmanufaktur,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q64,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2502,uri,http://www.wikidata.org/entity/Q573266,en,literal,REWE Group,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q15825471, http://www.wikidata.org/entity/Q1502514, http://www.wikidata.org/entity/Q484847, http://www.wikidata.org/entity/Q126793, http://www.wikidata.org/entity/Q49389",literal,,literal,,literal,http://www.wikidata.org/entity/Q365,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1927-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,224931,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,337800000,http://www.w3.org/2001/XMLSchema#decimal,literal,19506400000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,6174600000,wd:Q183
2503,uri,http://www.wikidata.org/entity/Q1476219,en,literal,Sounds of Subterrania,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q10302058, http://www.wikidata.org/entity/Q746359",literal,,literal,,literal,http://www.wikidata.org/entity/Q1055,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2504,uri,http://www.wikidata.org/entity/Q30313718,en,literal,Vereinigte Raiffeisenbanken Gräfenberg-Forchheim-Eschenau-Heroldsberg,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q980,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1887-11-27T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,168,,,,,,,,,,,,,,,,wd:Q183
2505,uri,http://www.wikidata.org/entity/Q17486810,en,literal,EAM,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q1341477,literal,,literal,,literal,http://www.wikidata.org/entity/Q2865,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2506,uri,http://www.wikidata.org/entity/Q42297966,en,literal,Hotel Eigen,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2507,uri,http://www.wikidata.org/entity/Q830810,en,literal,Premium AEROTEC,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q1875606,literal,,literal,,literal,http://www.wikidata.org/entity/Q2749,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,8000,,,,,,,,,,,,,,,,wd:Q183
2508,uri,http://www.wikidata.org/entity/Q16688888,en,literal,Roccat,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1055,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2509,uri,http://www.wikidata.org/entity/Q21036394,,literal,Q21036394,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q64,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2510,uri,http://www.wikidata.org/entity/Q2866423,en,literal,Ascot Elite Entertainment Group,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q1415356, http://www.wikidata.org/entity/Q932586",literal,,literal,,literal,http://www.wikidata.org/entity/Q72,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1928-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2511,uri,http://www.wikidata.org/entity/Q683146,en,literal,LexisNexis,uri,http://www.wikidata.org/entity/Q334,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,http://www.wikidata.org/entity/Q60,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,10000,,,,,,,,,,,,,,,,wd:Q183
2512,uri,http://www.wikidata.org/entity/Q5013457,en,literal,COP International,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q17042, http://www.wikidata.org/entity/Q1794",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2513,uri,http://www.wikidata.org/entity/Q1595245,en,literal,Allgäuer Volksbank Kempten-Sonthofen,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3994,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1870-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,99,,,,,,,,,,,,,,,,wd:Q183
2514,uri,http://www.wikidata.org/entity/Q151954,en,literal,Lidl,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q15825471, http://www.wikidata.org/entity/Q126793",literal,,literal,,literal,http://www.wikidata.org/entity/Q488708,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,178741,de,literal,Lidl Stiftung & Co. KG,http://www.w3.org/2001/XMLSchema#decimal,literal,1287000000,http://www.w3.org/2001/XMLSchema#decimal,literal,36706000000,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,11669000000,wd:Q183
2515,uri,http://www.wikidata.org/entity/Q2220152,en,literal,Sana Kliniken,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1726,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2516,uri,http://www.wikidata.org/entity/Q113025122,,literal,Q113025122,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1715,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2517,uri,http://www.wikidata.org/entity/Q1468453,en,literal,S. Hirzel Verlag,uri,http://www.wikidata.org/entity/Q16957,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1022,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1853-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2518,uri,http://www.wikidata.org/entity/Q391895,en,literal,Siemens Mobility,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q2995256,literal,,literal,,literal,"http://www.wikidata.org/entity/Q447973, http://www.wikidata.org/entity/Q2773, http://www.wikidata.org/entity/Q64",literal,http://www.wikidata.org/entity/Q2284333,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2519,uri,http://www.wikidata.org/entity/Q61145770,en,literal,Volksbank im Harz,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q327727,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2520,uri,http://www.wikidata.org/entity/Q823760,en,literal,IBC SOLAR,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q504634,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,276,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,73490469.7,,,,,,,,,,wd:Q183
2521,uri,http://www.wikidata.org/entity/Q673888,en,literal,InnoGames,uri,http://www.wikidata.org/entity/Q183,literal,"http://www.wikidata.org/entity/Q941594, http://www.wikidata.org/entity/Q848991",literal,,literal,,literal,"http://www.wikidata.org/entity/Q1055, http://www.wikidata.org/entity/Q183",literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,400,,,,,,,,,,,,,,,,wd:Q183
2522,uri,http://www.wikidata.org/entity/Q48741156,en,literal,solarisBank,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q16319025,literal,,literal,,literal,http://www.wikidata.org/entity/Q64,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,,,,de,literal,solarisBank AG,,,,,,,,,,,,,wd:Q183
2523,uri,http://www.wikidata.org/entity/Q15133379,,literal,Q15133379,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q980,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,622,,,,,,,,,,,,,,,,wd:Q183
2524,uri,http://www.wikidata.org/entity/Q16965061,en,literal,Monkeytown Records,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2525,uri,http://www.wikidata.org/entity/Q2178540,en,literal,Räthgloben 1917 Verlag,uri,http://www.wikidata.org/entity/Q16957,literal,,literal,,literal,,literal,,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1917-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2526,uri,http://www.wikidata.org/entity/Q819465,en,literal,Hans im Glück,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q1368944,literal,,literal,,literal,http://www.wikidata.org/entity/Q1726,literal,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1983-01-01T00:00:00Z,,,,,,,,,,,,,,,,,,,wd:Q183
2527,uri,http://www.wikidata.org/entity/Q108857512,en,literal,REDDY Küchen,uri,http://www.wikidata.org/entity/Q183,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q14845,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
2528,uri,http://www.wikidata.org/entity/Q40387610,en,literal,Reiseland,uri,http://www.wikidata.org/entity/Q183,literal,http://www.wikidata.org/entity/Q9323634,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,,,,wd:Q183
